Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_list_price,Item_sale_price,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,average_product_rating,total_number_reviews,Scaled_Reviews,Comments,Item_Outlet_Sales,,,,New Metrics Track
FDS13,6.465,Low Fat,0.208397715,Canned,265.2884,265.2884,OUT010,1998,,Tier 3,Grocery Store,5 out of 5,3,300,,264.9884,,,,
DRI03,,Low Fat,0.039751236,Dairy,176.9028,176.9028,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,708.4112,,,,
FDU58,6.61,Regular,0,Snack Foods,186.4898,186.4898,OUT045,2002,,Tier 2,Supermarket Type1,5 out of 5,1,100,,2993.4368,,,,
FDL09,,Regular,0.127416049,Snack Foods,167.4816,167.4816,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,1006.6896,,,,
FDS12,9.1,Low Fat,0.291438755,Baking Goods,126.8362,126.8362,OUT010,1998,,Tier 3,Grocery Store,5 out of 5,1,100,,125.8362,,,,
FDP03,5.15,Regular,0.06112617,Meat,122.5388,122.5388,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,371.5164,,,,
FDI21,,Regular,0.056328717,Snack Foods,63.9168,63.9168,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,1597.92,,,,
FDW45,18,Low Fat,0.03901099,Snack Foods,147.7418,147.7418,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,4119.9704,,,,
NCA18,10.1,Low Fat,0.093862362,Household,115.9492,115.9492,OUT010,1998,,Tier 3,Grocery Store,,,0,,231.6984,,,,
FDN32,,Low Fat,0.015485016,Fruits and Vegetables,185.6266,185.6266,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,4979.5182,,,,
FDR15,,Regular,0.033276066,Meat,153.8314,153.8314,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,3723.1536,,,,
DRK11,8.21,Low Fat,0.010781158,Hard Drinks,149.9392,149.9392,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,1938.8096,,,,
DRG49,7.81,Low Fat,0.067730081,Soft Drinks,242.6486,242.6486,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,2199.1374,,,,
FDD29,12.15,Low Fat,0.018410515,Frozen Foods,252.1698,252.1698,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,2283.0282,,,,
FDE33,19.35,Regular,0.083079826,Fruits and Vegetables,80.3644,80.3644,OUT010,1998,,Tier 3,Grocery Store,,,0,,157.1288,,,,
FDJ58,15.6,Regular,0.176244038,Snack Foods,173.6764,173.6764,OUT010,1998,,Tier 3,Grocery Store,,,0,,515.3292,,,,
FDM46,7.365,Low Fat,0.160216552,Snack Foods,93.512,93.512,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,1677.816,,,,
FDD23,9.5,Regular,0.048676324,Starchy Foods,187.7898,187.7898,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,2057.9878,,,,
DRM35,,Low Fat,0.070103425,Hard Drinks,179.4344,179.4344,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,5888.3352,,,,
DRC25,5.73,Low Fat,0.045556681,Soft Drinks,85.3882,85.3882,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1288.323,,,,
FDL36,15.1,Low Fat,0.076193763,Baking Goods,89.783,89.783,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,2247.075,,,,
FDD41,6.765,Regular,0.087187488,Frozen Foods,105.5306,105.5306,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,1567.959,,,,
FDV19,14.85,Regular,0.035311852,Fruits and Vegetables,160.9578,160.9578,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,4813.734,,,,
FDR44,6.11,Regular,0.103080901,Fruits and Vegetables,131.2968,131.2968,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,1957.452,,,,
FDX50,20.1,Low Fat,0.075049323,Dairy,110.4228,110.4228,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,1105.228,,,,
DRC25,5.73,Low Fat,0.045463871,Soft Drinks,85.2882,85.2882,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,2061.3168,,,,
FDA15,,Low Fat,0.015944801,Dairy,249.5092,249.5092,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,6474.2392,,,,
FDX22,6.785,Regular,0.022974812,Snack Foods,208.7928,208.7928,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,5890.9984,,,,
FDJ50,8.645,Low Fat,0.021629781,Canned,51.9982,51.9982,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,999.3658,,,,
FDT13,,Low Fat,0.032516546,Canned,188.8214,188.8214,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,753.6856,,,,
FDN12,15.6,Low Fat,0.081036436,Baking Goods,112.3544,112.3544,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,2572.6512,,,,
FDD58,7.76,LF,0.059472609,Snack Foods,98.77,98.77,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,1298.31,,,,
FDM04,9.195,Regular,0.047081398,Frozen Foods,51.1666,51.1666,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,1179.1318,,,,
FDA23,9.8,Low Fat,0.047260402,Baking Goods,102.8016,102.8016,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,1922.8304,,,,
FDW28,18.25,LF,0.148673586,Frozen Foods,197.2452,197.2452,OUT010,1998,,Tier 3,Grocery Store,,,0,,195.7452,,,,
FDA45,21.25,Low Fat,0.156012631,Snack Foods,177.337,177.337,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,2822.992,,,,
NCO26,7.235,Low Fat,0.077011493,Household,117.3492,117.3492,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,1506.0396,,,,
FDV26,20.25,Regular,0.07614605,Dairy,197.0794,197.0794,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,4681.9056,,,,
FDC50,,Low Fat,0.135836915,Canned,93.8094,93.8094,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,3237.1196,,,,
NCV05,,Low Fat,0.030062224,Health and Hygiene,154.3656,154.3656,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,2471.4496,,,,
FDW48,18,Low Fat,0.008575615,Baking Goods,80.2618,80.2618,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,644.4944,,,,
FDS55,7.02,Low Fat,0.081096635,Fruits and Vegetables,148.4734,148.4734,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,3563.3616,,,,
FDX32,15.1,Regular,0.100060762,Fruits and Vegetables,144.0786,144.0786,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,2600.6148,,,,
FDC53,8.68,Low Fat,0.008834023,Frozen Foods,100.0384,100.0384,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,2266.3832,,,,
FDG35,21.2,Regular,0.007069662,Starchy Foods,175.7738,175.7738,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1911.5118,,,,
NCC30,16.6,Low Fat,0.046161923,Household,176.6344,176.6344,OUT010,1998,,Tier 3,Grocery Store,,,0,,356.8688,,,,
NCZ17,12.15,Low Fat,0.079592733,Health and Hygiene,37.3506,37.3506,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,645.1602,,,,
FDZ56,16.25,Low Fat,0.025776994,Fruits and Vegetables,169.9474,169.9474,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,2863.6058,,,,
NCS05,11.5,Low Fat,0.020960615,Health and Hygiene,133.2942,133.2942,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,2649.884,,,,
DRC25,,Low Fat,0,Soft Drinks,87.3882,87.3882,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,1374.2112,,,,
FDW59,13.15,Low Fat,0.020715913,Breads,83.5566,83.5566,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,1268.349,,,,
FDB36,5.465,Regular,0.048801674,Baking Goods,132.1626,132.1626,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,1573.9512,,,,
FDT37,14.15,Low Fat,0,Canned,253.7014,253.7014,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,5865.0322,,,,
FDG47,12.8,Low Fat,0.069605676,Starchy Foods,261.9252,261.9252,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,4984.1788,,,,
FDM45,8.655,Regular,0.088373591,Snack Foods,119.3756,119.3756,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,1454.1072,,,,
FDQ40,,Regular,0.035853059,Frozen Foods,176.8712,176.8712,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,3691.1952,,,,
FDF34,9.3,Regular,0.01404119,Snack Foods,199.1084,199.1084,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,396.8168,,,,
FDP24,20.6,Low Fat,0.083473583,Baking Goods,120.8756,120.8756,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,1211.756,,,,
FDT55,,Regular,0.076434542,Fruits and Vegetables,155.8946,155.8946,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,473.3838,,,,
FDH60,19.7,reg,0.08073703,Baking Goods,197.011,197.011,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,3338.987,,,,
FDF57,14.5,Regular,0,Fruits and Vegetables,169.6448,169.6448,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,2045.3376,,,,
NCX29,10,Low Fat,0.089152528,Health and Hygiene,147.7102,147.7102,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,437.4306,,,,
FDD34,7.945,Low Fat,0.015863075,Snack Foods,161.821,161.821,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,2446.815,,,,
FDQ15,20.35,Regular,0.151308326,Meat,81.7276,81.7276,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,2030.69,,,,
FDL12,15.85,Regular,0.121609722,Baking Goods,60.222,60.222,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,539.298,,,,
FDS22,16.85,Regular,0.023135131,Snack Foods,44.8428,44.8428,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,703.0848,,,,
NCM29,11.5,Low Fat,0.017714096,Health and Hygiene,132.9626,132.9626,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1442.7886,,,,
FDO24,11.1,low fat,0,Baking Goods,156.4604,156.4604,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,2376.906,,,,
NCJ43,6.635,Low Fat,0.027069402,Household,174.9396,174.9396,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,1744.396,,,,
FDA37,7.81,Regular,0.055226755,Canned,123.1046,123.1046,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,871.5322,,,,
NCM07,9.395,Low Fat,0.040124625,Others,85.1908,85.1908,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1342.2528,,,,
FDT49,7,Low Fat,0.151376958,Canned,108.228,108.228,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,1171.808,,,,
FDP23,6.71,Low Fat,0.03558013,Breads,217.5166,217.5166,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,4572.0486,,,,
DRF51,15.75,Low Fat,0.166513779,Dairy,38.0506,38.0506,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,265.6542,,,,
NCZ41,19.85,Low Fat,0.06478563,Health and Hygiene,123.7704,123.7704,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,2503.408,,,,
DRJ11,9.5,Low Fat,0.085223447,Hard Drinks,189.2872,189.2872,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,6050.7904,,,,
FDP37,15.6,Low Fat,0.143915417,Breakfast,127.5994,127.5994,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,2441.4886,,,,
FDT60,,Low Fat,0.132275338,Baking Goods,123.8388,123.8388,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,123.8388,,,,
FDA09,13.35,Regular,0.149338159,Snack Foods,178.666,178.666,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,1797.66,,,,
FDJ46,11.1,Low Fat,0.044823438,Snack Foods,174.2054,174.2054,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,1926.1594,,,,
FDO48,15,Regular,0.02681843,Baking Goods,219.7456,219.7456,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,3094.6384,,,,
FDS59,14.8,Regular,0.04407225,Breads,109.057,109.057,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1428.141,,,,
FDH44,19.1,Regular,0.025872153,Fruits and Vegetables,145.7418,145.7418,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,882.8508,,,,
NCM05,6.825,Low Fat,0.059835659,Health and Hygiene,264.3226,264.3226,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,4229.1616,,,,
NCU06,,Low Fat,0.13027716,Household,228.001,228.001,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,1148.505,,,,
FDV13,17.35,Regular,0.027653795,Canned,88.0856,88.0856,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,1318.284,,,,
FDA23,9.8,Low Fat,0.04714777,Baking Goods,102.4016,102.4016,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,1720.4272,,,,
FDJ60,19.35,Regular,0.062882112,Baking Goods,164.1184,164.1184,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,2807.0128,,,,
FDN13,18.6,Low Fat,0.152294691,Breakfast,98.9358,98.9358,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,1508.037,,,,
DRF49,7.27,LF,0.071064499,Soft Drinks,114.4518,114.4518,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,1366.2216,,,,
FDK20,12.6,Regular,0.041726942,Fruits and Vegetables,122.0072,122.0072,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1470.0864,,,,
FDB27,,Low Fat,0.055121892,Dairy,196.7768,196.7768,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,5912.304,,,,
NCS18,12.65,Low Fat,0.042211119,Household,108.6938,108.6938,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,1393.5194,,,,
FDZ49,,Regular,0.132500853,Canned,220.3798,220.3798,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,5289.1152,,,,
FDN32,17.5,Low Fat,0.015557426,Fruits and Vegetables,184.7266,184.7266,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,2213.1192,,,,
FDO37,8.06,Low Fat,0.021409913,Breakfast,229.7326,229.7326,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,6930.978,,,,
NCD31,12.1,LF,0.015497337,Household,165.5526,165.5526,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,3453.5046,,,,
NCV30,,Low Fat,0.065612808,Household,62.351,62.351,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,2150.534,,,,
FDY49,17.2,Regular,0.012030747,Canned,166.6184,166.6184,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,1155.8288,,,,
FDM10,,Low Fat,0.075603699,Snack Foods,215.1218,215.1218,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,3205.827,,,,
FDT11,5.94,Regular,0.029372367,Breads,186.7556,186.7556,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,3942.8676,,,,
FDD39,16.7,low fat,0.070096518,Dairy,217.885,217.885,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,3894.93,,,,
NCL31,7.39,Low Fat,0.120258245,Others,141.547,141.547,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,2290.352,,,,
FDZ47,20.7,Regular,0.079281476,Baking Goods,100.1042,100.1042,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,892.8378,,,,
NCU18,,Low Fat,0.097768728,Household,142.4496,142.4496,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,564.5984,,,,
FDJ58,,Regular,0.104786172,Snack Foods,172.2764,172.2764,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,1545.9876,,,,
FDX12,18.2,Regular,0.043626605,Baking Goods,241.4196,241.4196,OUT010,1998,,Tier 3,Grocery Store,,,0,,482.0392,,,,
FDV60,20.2,Regular,0.117839328,Baking Goods,195.211,195.211,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,2356.932,,,,
NCB19,,Low Fat,0.089858447,Household,84.5882,84.5882,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,2061.3168,,,,
FDH45,,Regular,0.185008985,Fruits and Vegetables,42.3796,42.3796,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,123.8388,,,,
FDB03,17.75,Regular,0.156701315,Dairy,240.7538,240.7538,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,4566.7222,,,,
FDI27,8.71,Regular,0,Dairy,43.5744,43.5744,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,498.0184,,,,
FDN22,18.85,Regular,0.139087683,Snack Foods,251.7724,251.7724,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,3020.0688,,,,
FDQ37,20.75,Low Fat,0.089243789,Breakfast,192.0478,192.0478,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,4649.9472,,,,
FDM02,12.5,Regular,0.073721115,Canned,85.6198,85.6198,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,610.5386,,,,
FDW38,5.325,Regular,0.138679995,Dairy,53.7298,53.7298,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,862.8768,,,,
FDP34,,Low Fat,0.240268248,Snack Foods,156.463,156.463,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,312.926,,,,
FDY55,16.75,Low Fat,0,Fruits and Vegetables,255.3988,255.3988,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,4625.9784,,,,
FDL34,16,Low Fat,0.040911824,Snack Foods,141.2496,141.2496,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,3387.5904,,,,
FDA09,13.35,Regular,0.149974858,Snack Foods,179.766,179.766,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,5932.278,,,,
FDM51,11.8,Regular,0.026072872,Meat,99.8674,99.8674,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,1018.674,,,,
FDI34,10.65,Regular,0.085482761,Snack Foods,231.4668,231.4668,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,3225.1352,,,,
NCD31,12.1,LF,0.015521768,Household,165.8526,165.8526,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,3124.5994,,,,
FDW33,9.395,Low Fat,0.099101845,Snack Foods,105.828,105.828,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,1704.448,,,,
NCP05,19.6,Low Fat,0.025281802,Health and Hygiene,152.0024,152.0024,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,2884.2456,,,,
FDL56,14.1,Low Fat,0.125675936,Fruits and Vegetables,86.9198,86.9198,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,1133.8574,,,,
FDN01,,Low Fat,0.07204818,Breakfast,177.937,177.937,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,6881.043,,,,
FDA25,16.5,Regular,0.068263916,Canned,104.799,104.799,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,1238.388,,,,
FDF08,14.3,Regular,0.109144085,Fruits and Vegetables,88.2856,88.2856,OUT010,1998,,Tier 3,Grocery Store,,,0,,175.7712,,,,
FDH08,7.51,Low Fat,0.017425784,Fruits and Vegetables,227.901,227.901,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,459.402,,,,
DRH03,17.25,low fat,0.035118834,Dairy,93.412,93.412,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,932.12,,,,
FDQ31,5.785,Regular,0.054066567,Fruits and Vegetables,87.0856,87.0856,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1406.1696,,,,
FDO10,13.65,Regular,0.012823829,Snack Foods,55.5588,55.5588,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,916.1408,,,,
FDT39,6.26,reg,0.009883257,Meat,149.8366,149.8366,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,1964.7758,,,,
FDM22,,Regular,0.041754584,Snack Foods,53.464,53.464,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,1597.92,,,,
FDR21,19.7,Low Fat,0.112036236,Snack Foods,174.937,174.937,OUT010,1998,,Tier 3,Grocery Store,,,0,,882.185,,,,
FDQ01,19.7,Regular,0.161610636,Canned,255.2014,255.2014,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,3570.0196,,,,
FDZ03,13.65,Regular,0.078909166,Dairy,186.724,186.724,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,4474.176,,,,
NCK05,20.1,Low Fat,0.077769768,Health and Hygiene,63.0536,63.0536,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,980.0576,,,,
FDW55,12.6,Regular,0.021951613,Fruits and Vegetables,250.9092,250.9092,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,4731.1748,,,,
FDF47,20.85,Low Fat,0.097770004,Starchy Foods,222.8746,222.8746,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,3589.9936,,,,
DRO59,,Low Fat,0.094817105,Hard Drinks,77.9012,77.9012,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,75.9012,,,,
NCM55,15.6,Low Fat,0.066726133,Others,185.8924,185.8924,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,3516.7556,,,,
FDY31,5.98,Low Fat,0.043809261,Fruits and Vegetables,146.8418,146.8418,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,1765.7016,,,,
FDJ57,,Regular,0,Seafood,184.3582,184.3582,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,185.7582,,,,
FDV51,16.35,Low Fat,0.032671446,Meat,165.4842,165.4842,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1492.0578,,,,
DRG36,14.15,Low Fat,0.095378221,Soft Drinks,170.5106,170.5106,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,2395.5484,,,,
DRF13,12.1,Low Fat,0,Soft Drinks,145.1444,145.1444,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,3338.3212,,,,
NCJ54,9.895,Low Fat,0.060188932,Household,233.0642,233.0642,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,6041.4692,,,,
NCP42,8.51,Low Fat,0.016135764,Household,195.6478,195.6478,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,4262.4516,,,,
NCF30,17,LF,0.126220187,Household,126.7362,126.7362,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,1258.362,,,,
FDY44,,Regular,0.024286378,Fruits and Vegetables,194.711,194.711,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,5892.33,,,,
FDX09,9,Low Fat,0.065350715,Snack Foods,175.437,175.437,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,3175.866,,,,
NCU30,5.11,Low Fat,0.035071955,Household,163.221,163.221,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,2773.057,,,,
FDU49,19.5,Regular,0.030742083,Canned,85.554,85.554,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,1211.756,,,,
FDC48,9.195,Low Fat,0.015949001,Baking Goods,84.1592,84.1592,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,1238.388,,,,
FDJ21,16.7,Regular,0.038496166,Snack Foods,147.5102,147.5102,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,5540.7876,,,,
NCX41,19,Low Fat,0.017746826,Health and Hygiene,210.8244,210.8244,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,2540.6928,,,,
FDT36,12.3,Low Fat,0.111274591,Baking Goods,35.0874,35.0874,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,458.7362,,,,
FDK28,,Low Fat,0.065272284,Frozen Foods,256.1646,256.1646,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,3349.6398,,,,
DRI49,14.15,Low Fat,0.183472595,Soft Drinks,82.0276,82.0276,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,1624.552,,,,
NCM54,,Low Fat,0.08918772,Household,128.9678,128.9678,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,254.3356,,,,
FDD48,10.395,Low Fat,0.030281543,Baking Goods,116.3176,116.3176,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1259.6936,,,,
NCF30,17,Low Fat,0.211306673,Household,125.1362,125.1362,OUT010,1998,,Tier 3,Grocery Store,,,0,,251.6724,,,,
FDX03,15.85,Regular,0.061190964,Meat,47.1744,47.1744,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,996.0368,,,,
FDZ33,10.195,Low Fat,0.107307677,Snack Foods,149.8076,149.8076,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,2217.114,,,,
FDB39,,Low Fat,0.067441726,Dairy,57.4272,57.4272,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,111.8544,,,,
DRM11,6.57,Low Fat,0.066338717,Hard Drinks,261.4278,261.4278,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,4165.2448,,,,
DRE48,8.43,Low Fat,0,Soft Drinks,195.3768,195.3768,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,1576.6144,,,,
NCL31,7.39,Low Fat,0.120524922,Others,142.247,142.247,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,2433.499,,,,
FDB11,16,LF,0.061192211,Starchy Foods,224.1404,224.1404,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,4725.8484,,,,
FDX14,13.1,Low Fat,0.075056542,Dairy,76.0354,76.0354,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,601.8832,,,,
NCM29,,Low Fat,0.017556795,Health and Hygiene,129.9626,129.9626,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,3410.2276,,,,
FDH47,13.5,reg,0.129077455,Starchy Foods,95.2068,95.2068,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,583.2408,,,,
FDG09,20.6,Regular,0.047896393,Fruits and Vegetables,185.8556,185.8556,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,1689.8004,,,,
FDP25,15.2,Low Fat,0.021240491,Canned,216.9824,216.9824,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,4804.4128,,,,
FDY27,,Low Fat,0.031743707,Dairy,179.1344,179.1344,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,1605.9096,,,,
DRM59,5.88,Low Fat,0.003612411,Hard Drinks,154.1998,154.1998,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,3537.3954,,,,
DRI03,6.03,Low Fat,0.022796178,Dairy,178.1028,178.1028,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1416.8224,,,,
FDY03,,Regular,0.133279499,Meat,112.6202,112.6202,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,675.1212,,,,
NCV17,18.85,Low Fat,0.016132592,Health and Hygiene,130.2626,130.2626,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,3016.7398,,,,
NCJ17,7.68,Low Fat,0.152429537,Health and Hygiene,85.5224,85.5224,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,1278.336,,,,
